image_path,signed_speedA,signed_speedB,behaviorA,behaviorB,behavior,time_in_ms,record,source
DataSet/Record_2025-08-08_19-36-02/Images/1754674836811.png,12.2,50.0,FORWARD,FORWARD,FORWARD,1754674836811,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674836858.png,13.3,50.0,FORWARD,FORWARD,FORWARD,1754674836858,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674836912.png,14.7,50.0,FORWARD,FORWARD,FORWARD,1754674836912,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674836951.png,15.6,50.0,FORWARD,FORWARD,FORWARD,1754674836951,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837000.png,16.8,50.0,FORWARD,FORWARD,FORWARD,1754674837000,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837041.png,17.8,50.0,FORWARD,FORWARD,FORWARD,1754674837041,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837099.png,19.3,50.0,FORWARD,FORWARD,FORWARD,1754674837099,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837124.png,19.9,50.0,FORWARD,FORWARD,FORWARD,1754674837124,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837166.png,20.9,50.0,FORWARD,FORWARD,FORWARD,1754674837166,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837218.png,22.2,50.0,FORWARD,FORWARD,FORWARD,1754674837218,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837255.png,23.1,50.0,FORWARD,FORWARD,FORWARD,1754674837255,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837313.png,24.5,50.0,FORWARD,FORWARD,FORWARD,1754674837313,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837353.png,25.5,50.0,FORWARD,FORWARD,FORWARD,1754674837353,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837402.png,26.7,50.0,FORWARD,FORWARD,FORWARD,1754674837402,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837439.png,27.6,50.0,FORWARD,FORWARD,FORWARD,1754674837439,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837499.png,29.1,50.0,FORWARD,FORWARD,FORWARD,1754674837499,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837536.png,30.0,50.0,FORWARD,FORWARD,FORWARD,1754674837536,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837577.png,31.0,50.0,FORWARD,FORWARD,FORWARD,1754674837577,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837632.png,32.3,50.0,FORWARD,FORWARD,FORWARD,1754674837632,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837666.png,33.2,50.0,FORWARD,FORWARD,FORWARD,1754674837666,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837709.png,34.2,50.0,FORWARD,FORWARD,FORWARD,1754674837709,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837770.png,35.7,50.0,FORWARD,FORWARD,FORWARD,1754674837770,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837803.png,36.5,50.0,FORWARD,FORWARD,FORWARD,1754674837803,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837844.png,37.5,50.0,FORWARD,FORWARD,FORWARD,1754674837844,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837893.png,38.8,50.0,FORWARD,FORWARD,FORWARD,1754674837893,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837937.png,39.8,50.0,FORWARD,FORWARD,FORWARD,1754674837937,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674837986.png,41.0,50.0,FORWARD,FORWARD,FORWARD,1754674837986,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838034.png,42.2,50.0,FORWARD,FORWARD,FORWARD,1754674838034,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838078.png,43.3,50.0,FORWARD,FORWARD,FORWARD,1754674838078,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838122.png,44.4,50.0,FORWARD,FORWARD,FORWARD,1754674838122,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838175.png,45.7,50.0,FORWARD,FORWARD,FORWARD,1754674838175,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838212.png,50.0,50.0,FORWARD,FORWARD,FORWARD,1754674838212,Record_2025-08-08_19-36-02_seq2,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674838367.png,44.8,44.8,FORWARD,FORWARD,FORWARD,1754674838367,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838379.png,0.0,0.0,STOP,STOP,STOP,1754674838379,Record_2025-08-08_19-36-02_seq2,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674838518.png,1.2,1.2,FORWARD,FORWARD,FORWARD,1754674838518,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838532.png,2.4,2.4,FORWARD,FORWARD,FORWARD,1754674838532,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838548.png,3.8,3.8,FORWARD,FORWARD,FORWARD,1754674838548,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838561.png,5.0,5.0,FORWARD,FORWARD,FORWARD,1754674838561,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838575.png,6.2,6.2,FORWARD,FORWARD,FORWARD,1754674838575,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838590.png,7.6,7.6,FORWARD,FORWARD,FORWARD,1754674838590,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838630.png,11.2,11.2,FORWARD,FORWARD,FORWARD,1754674838630,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838679.png,15.5,15.5,FORWARD,FORWARD,FORWARD,1754674838679,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838734.png,20.4,20.4,FORWARD,FORWARD,FORWARD,1754674838734,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838758.png,22.6,22.6,FORWARD,FORWARD,FORWARD,1754674838758,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838810.png,27.2,27.2,FORWARD,FORWARD,FORWARD,1754674838810,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674838872.png,0.0,50.0,STOP,FORWARD,LEFT,1754674838872,Record_2025-08-08_19-36-02_seq2,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674839301.png,0.3,50.0,FORWARD,FORWARD,FORWARD,1754674839301,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839317.png,0.7,50.0,FORWARD,FORWARD,FORWARD,1754674839317,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839341.png,1.2,50.0,FORWARD,FORWARD,FORWARD,1754674839341,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839374.png,1.8,50.0,FORWARD,FORWARD,FORWARD,1754674839374,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839427.png,2.9,50.0,FORWARD,FORWARD,FORWARD,1754674839427,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839463.png,3.6,50.0,FORWARD,FORWARD,FORWARD,1754674839463,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839507.png,4.5,50.0,FORWARD,FORWARD,FORWARD,1754674839507,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839555.png,5.5,50.0,FORWARD,FORWARD,FORWARD,1754674839555,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839598.png,6.4,50.0,FORWARD,FORWARD,FORWARD,1754674839598,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839653.png,7.5,50.0,FORWARD,FORWARD,FORWARD,1754674839653,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839696.png,8.4,50.0,FORWARD,FORWARD,FORWARD,1754674839696,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839735.png,9.2,50.0,FORWARD,FORWARD,FORWARD,1754674839735,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839785.png,10.2,50.0,FORWARD,FORWARD,FORWARD,1754674839785,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839822.png,10.9,50.0,FORWARD,FORWARD,FORWARD,1754674839822,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839880.png,12.1,50.0,FORWARD,FORWARD,FORWARD,1754674839880,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839908.png,12.7,50.0,FORWARD,FORWARD,FORWARD,1754674839908,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839957.png,13.7,50.0,FORWARD,FORWARD,FORWARD,1754674839957,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674839997.png,14.5,50.0,FORWARD,FORWARD,FORWARD,1754674839997,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840042.png,15.4,50.0,FORWARD,FORWARD,FORWARD,1754674840042,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840090.png,16.4,50.0,FORWARD,FORWARD,FORWARD,1754674840090,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840127.png,17.1,50.0,FORWARD,FORWARD,FORWARD,1754674840127,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840169.png,18.0,50.0,FORWARD,FORWARD,FORWARD,1754674840169,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840215.png,18.9,50.0,FORWARD,FORWARD,FORWARD,1754674840215,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840271.png,20.0,50.0,FORWARD,FORWARD,FORWARD,1754674840271,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840306.png,20.8,50.0,FORWARD,FORWARD,FORWARD,1754674840306,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840343.png,21.5,50.0,FORWARD,FORWARD,FORWARD,1754674840343,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840395.png,22.6,50.0,FORWARD,FORWARD,FORWARD,1754674840395,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840432.png,23.3,50.0,FORWARD,FORWARD,FORWARD,1754674840432,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840478.png,24.2,50.0,FORWARD,FORWARD,FORWARD,1754674840478,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840520.png,25.1,50.0,FORWARD,FORWARD,FORWARD,1754674840520,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840569.png,26.1,50.0,FORWARD,FORWARD,FORWARD,1754674840569,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840611.png,26.9,50.0,FORWARD,FORWARD,FORWARD,1754674840611,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840664.png,28.0,50.0,FORWARD,FORWARD,FORWARD,1754674840664,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840693.png,28.6,50.0,FORWARD,FORWARD,FORWARD,1754674840693,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840736.png,29.5,50.0,FORWARD,FORWARD,FORWARD,1754674840736,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840786.png,30.5,50.0,FORWARD,FORWARD,FORWARD,1754674840786,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840824.png,31.3,50.0,FORWARD,FORWARD,FORWARD,1754674840824,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840867.png,32.1,50.0,FORWARD,FORWARD,FORWARD,1754674840867,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840906.png,32.9,50.0,FORWARD,FORWARD,FORWARD,1754674840906,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840955.png,33.9,50.0,FORWARD,FORWARD,FORWARD,1754674840955,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674840999.png,34.8,50.0,FORWARD,FORWARD,FORWARD,1754674840999,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841044.png,35.7,50.0,FORWARD,FORWARD,FORWARD,1754674841044,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841100.png,36.9,50.0,FORWARD,FORWARD,FORWARD,1754674841100,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841137.png,37.6,50.0,FORWARD,FORWARD,FORWARD,1754674841137,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841183.png,38.6,50.0,FORWARD,FORWARD,FORWARD,1754674841183,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841231.png,39.5,50.0,FORWARD,FORWARD,FORWARD,1754674841231,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841275.png,40.4,50.0,FORWARD,FORWARD,FORWARD,1754674841275,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841330.png,41.6,50.0,FORWARD,FORWARD,FORWARD,1754674841330,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841371.png,42.4,50.0,FORWARD,FORWARD,FORWARD,1754674841371,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841403.png,43.0,50.0,FORWARD,FORWARD,FORWARD,1754674841403,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841454.png,44.1,50.0,FORWARD,FORWARD,FORWARD,1754674841454,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841494.png,44.9,50.0,FORWARD,FORWARD,FORWARD,1754674841494,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841542.png,45.9,50.0,FORWARD,FORWARD,FORWARD,1754674841542,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841577.png,46.6,50.0,FORWARD,FORWARD,FORWARD,1754674841577,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841631.png,50.0,50.0,FORWARD,FORWARD,FORWARD,1754674841631,Record_2025-08-08_19-36-02_seq2,real
DataSet/Record_2025-08-08_19-36-02/Images/1754674841762.png,48.9,50.0,FORWARD,FORWARD,FORWARD,1754674841762,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841775.png,47.9,50.0,FORWARD,FORWARD,FORWARD,1754674841775,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841788.png,47.0,50.0,FORWARD,FORWARD,FORWARD,1754674841788,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841806.png,45.7,50.0,FORWARD,FORWARD,FORWARD,1754674841806,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841854.png,42.3,50.0,FORWARD,FORWARD,FORWARD,1754674841854,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841888.png,39.9,50.0,FORWARD,FORWARD,FORWARD,1754674841888,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841929.png,37.0,50.0,FORWARD,FORWARD,FORWARD,1754674841929,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674841969.png,34.2,50.0,FORWARD,FORWARD,FORWARD,1754674841969,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674842023.png,30.4,50.0,FORWARD,FORWARD,FORWARD,1754674842023,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674842071.png,27.0,50.0,FORWARD,FORWARD,FORWARD,1754674842071,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674842120.png,23.5,50.0,FORWARD,FORWARD,FORWARD,1754674842120,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674842169.png,20.0,50.0,FORWARD,FORWARD,FORWARD,1754674842169,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674842206.png,17.4,50.0,FORWARD,FORWARD,FORWARD,1754674842206,Record_2025-08-08_19-36-02_seq2,interp
DataSet/Record_2025-08-08_19-36-02/Images/1754674842244.png,14.7,50.0,FORWARD,FORWARD,FORWARD,1754674842244,Record_2025-08-08_19-36-02_seq2,interp
