image_path,direction,speed_level,record,time_in_ms,n_control
DataSet/#Record_2025-07-02_09-46-48/Images/1751442751699.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442751699,3
DataSet/#Record_2025-07-02_09-46-48/Images/1751442753294.png,Backward,Medium,#Record_2025-07-02_09-46-48,1751442753294,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442756917.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442756917,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442758864.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442758864,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442775131.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442775131,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442776871.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442776871,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442778217.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442778217,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442778393.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442778393,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442778664.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442778664,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442778869.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442778869,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442779172.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442779172,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442779567.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442779567,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442779866.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442779866,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442780886.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442780886,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442780947.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442780947,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442781437.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442781437,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442781583.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442781583,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442781679.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442781679,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442781785.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442781785,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442781899.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442781899,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442782001.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442782001,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442782160.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442782160,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442782618.png,Backward,Medium,#Record_2025-07-02_09-46-48,1751442782618,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442787310.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442787310,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442787706.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442787706,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442788048.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442788048,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442788406.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442788406,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442788761.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442788761,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442788925.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442788925,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442790559.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442790559,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442791568.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442791568,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442791837.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442791837,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792106.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442792106,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792349.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442792349,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792395.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442792395,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792495.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442792495,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792596.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442792596,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792674.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442792674,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792723.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442792723,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792772.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442792772,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792816.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442792816,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792862.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442792862,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442792911.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442792911,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442793114.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442793114,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442793260.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442793260,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442800495.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442800495,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442812127.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442812127,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442815131.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442815131,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442816006.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442816006,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442816086.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442816086,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442816152.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442816152,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442817108.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442817108,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442818030.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442818030,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442818177.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442818177,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442818345.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442818345,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442818509.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442818509,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442818609.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442818609,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442818713.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442818713,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442818822.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442818822,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442819009.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442819009,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442819381.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442819381,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442822636.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442822636,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442822697.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442822697,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442823037.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442823037,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442823539.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442823539,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442823767.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442823767,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442824418.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442824418,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442824644.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442824644,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442824788.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442824788,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442825013.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442825013,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442825340.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442825340,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442825632.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442825632,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442825732.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442825732,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442825823.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442825823,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442825872.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442825872,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442825908.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442825908,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442825964.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442825964,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442826009.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442826009,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442826051.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442826051,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442826098.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442826098,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442826151.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442826151,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442826348.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442826348,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442826514.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442826514,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442829453.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442829453,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442831550.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442831550,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442839819.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442839819,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442840682.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442840682,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442842938.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442842938,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442845002.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442845002,3
DataSet/#Record_2025-07-02_09-46-48/Images/1751442849259.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442849259,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442850635.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442850635,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442850955.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442850955,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442851103.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442851103,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442851267.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442851267,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442851430.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442851430,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442851850.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442851850,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442852989.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442852989,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442853140.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442853140,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442853321.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442853321,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442853467.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442853467,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442853635.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442853635,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442853843.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442853843,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442854127.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442854127,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442855602.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442855602,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442857099.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442857099,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442857537.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442857537,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442857734.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442857734,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442857962.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442857962,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442858094.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442858094,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442858484.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442858484,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442858632.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442858632,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442858712.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442858712,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442858806.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442858806,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442859007.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442859007,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442859019.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442859019,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442859031.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442859031,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442859045.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442859045,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442859058.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442859058,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442859105.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442859105,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442859869.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442859869,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442859904.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442859904,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442859991.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442859991,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442860967.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442860967,3
DataSet/#Record_2025-07-02_09-46-48/Images/1751442861784.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442861784,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442870549.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442870549,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442870820.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442870820,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442871017.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442871017,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442871401.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442871401,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442872156.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442872156,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442872456.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442872456,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442872943.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442872943,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442873391.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442873391,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442873564.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442873564,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442873707.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442873707,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442873859.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442873859,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442874282.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442874282,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442874403.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442874403,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442875624.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442875624,3
DataSet/#Record_2025-07-02_09-46-48/Images/1751442876203.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442876203,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442876419.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442876419,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442876694.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442876694,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442877122.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442877122,3
DataSet/#Record_2025-07-02_09-46-48/Images/1751442877175.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442877175,3
DataSet/#Record_2025-07-02_09-46-48/Images/1751442878448.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442878448,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442879186.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442879186,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442879958.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442879958,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442880146.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442880146,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442880390.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442880390,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442880489.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442880489,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442880590.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442880590,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442880677.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442880677,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442880725.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442880725,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442880770.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442880770,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442880820.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442880820,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442880867.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442880867,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442880921.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442880921,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442881014.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442881014,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442881148.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442881148,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442884489.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442884489,3
DataSet/#Record_2025-07-02_09-46-48/Images/1751442886287.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442886287,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442898944.png,Left,Medium,#Record_2025-07-02_09-46-48,1751442898944,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442899167.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442899167,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442899328.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442899328,0
DataSet/#Record_2025-07-02_09-46-48/Images/1751442899503.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442899503,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442899890.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442899890,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442900045.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442900045,3
DataSet/#Record_2025-07-02_09-46-48/Images/1751442900889.png,Right,Medium,#Record_2025-07-02_09-46-48,1751442900889,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442901302.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442901302,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442901387.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442901387,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442901489.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442901489,2
DataSet/#Record_2025-07-02_09-46-48/Images/1751442901610.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442901610,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442902351.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442902351,1
DataSet/#Record_2025-07-02_09-46-48/Images/1751442903169.png,Forward,Medium,#Record_2025-07-02_09-46-48,1751442903169,2
